"Path","Bytes","Coverage","TodoOrStubMarkers","HistoricalRouteMarkers"
"docs/handoffs/screenshots/2026-09-10-visual/home-1280-dark.png","356280","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/home-1280-light.png","352496","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/home-375-dark.png","334417","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/home-375-light.png","330834","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/home-768-dark.png","342577","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/home-768-light.png","338596","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/login-1280-dark.png","43978","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/login-1280-light.png","44931","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/login-375-dark.png","34416","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/login-375-light.png","35197","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/login-768-dark.png","42855","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/login-768-light.png","43604","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/pricing-1280-dark.png","370484","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/pricing-1280-light.png","367243","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/pricing-375-dark.png","355302","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/pricing-375-light.png","348177","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/pricing-768-dark.png","368090","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/pricing-768-light.png","364833","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/signup-1280-dark.png","46156","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/signup-1280-light.png","47111","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/signup-375-dark.png","36961","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/signup-375-light.png","37428","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/signup-768-dark.png","45355","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/signup-768-light.png","45941","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10/home-1280-dark.png","184798","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10/home-1280-light.png","186755","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10/home-375-dark.png","175334","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10/home-375-light.png","176117","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10/home-768-dark.png","182996","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10/home-768-light.png","184481","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10/terms#independence-1280-dark.png","217544","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10/terms#independence-1280-light.png","224942","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10/terms#independence-375-dark.png","177456","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10/terms#independence-375-light.png","185495","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10/terms#independence-768-dark.png","197001","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10/terms#independence-768-light.png","204732","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/billing-1280-dark.png","64986","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/billing-1280-light.png","62264","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/billing-375-dark.png","51486","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/billing-375-light.png","49474","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/billing-768-dark.png","62413","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/billing-768-light.png","59744","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/case-1280-dark.png","101601","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/case-1280-light.png","100638","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/case-375-dark.png","89377","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/case-375-light.png","87404","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/case-768-dark.png","98213","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/case-768-light.png","96716","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/compose-1280-dark.png","73940","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/compose-1280-light.png","72691","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/compose-375-dark.png","65218","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/compose-375-light.png","64904","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/compose-768-dark.png","72970","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/compose-768-light.png","71746","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/dashboard-1280-dark.png","68596","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/dashboard-1280-light.png","67536","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/dashboard-375-dark.png","59721","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/dashboard-375-light.png","59264","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/dashboard-768-dark.png","66249","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/dashboard-768-light.png","65076","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/decode-1280-dark.png","136424","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/decode-1280-light.png","131250","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/decode-375-dark.png","88019","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/decode-375-light.png","86121","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/decode-768-dark.png","124031","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/decode-768-light.png","120756","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/faq-1280-dark.png","379340","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/faq-1280-light.png","377476","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/faq-375-dark.png","332449","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/faq-375-light.png","329404","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/faq-768-dark.png","366465","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/faq-768-light.png","364877","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/home-1280-dark.png","361086","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/home-1280-light.png","356767","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/home-375-dark.png","338638","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/home-375-light.png","334871","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/home-768-dark.png","346176","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/home-768-light.png","342457","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/login-1280-dark.png","43978","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/login-1280-light.png","44931","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/login-375-dark.png","34416","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/login-375-light.png","35197","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/login-768-dark.png","42855","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/login-768-light.png","43604","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/pricing-1280-dark.png","373482","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/pricing-1280-light.png","370959","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/pricing-375-dark.png","357278","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/pricing-375-light.png","350706","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/pricing-768-dark.png","370065","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/pricing-768-light.png","367885","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/signup-1280-dark.png","46156","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/signup-1280-light.png","47111","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/signup-375-dark.png","36961","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/signup-375-light.png","37428","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/signup-768-dark.png","45355","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/signup-768-light.png","45941","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/vault-1280-dark.png","71825","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/vault-1280-light.png","70760","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/vault-375-dark.png","60587","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/vault-375-light.png","60426","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/vault-768-dark.png","67278","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11-audit/vault-768-light.png","66109","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/case-1280-dark.png","96339","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/case-1280-light.png","92002","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/case-375-dark.png","85662","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/case-375-light.png","80067","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/case-768-dark.png","91676","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/case-768-light.png","87243","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/decode-1280-dark.png","136448","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/decode-1280-light.png","129715","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/decode-375-dark.png","89215","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/decode-375-light.png","85912","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/decode-768-dark.png","125640","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/decode-768-light.png","119684","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/home-1280-dark.png","437387","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/home-1280-light.png","440439","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/home-375-dark.png","427432","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/home-375-light.png","428320","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/home-768-dark.png","466540","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/home-768-light.png","466879","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/login-1280-dark.png","129190","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/login-1280-light.png","103905","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/login-375-dark.png","34707","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/login-375-light.png","35733","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/login-768-dark.png","43235","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/login-768-light.png","44273","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/vault-1280-dark.png","103127","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/vault-1280-light.png","98279","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/vault-375-dark.png","87749","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/vault-375-light.png","84165","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/vault-768-dark.png","97477","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-11/vault-768-light.png","93250","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-faq-expectations/expectations-dark-desktop.png","109357","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-faq-expectations/expectations-dark-mobile.png","95564","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-faq-expectations/expectations-light-desktop.png","106604","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-faq-expectations/expectations-light-mobile.png","94094","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-faq-expectations/faq-dark-desktop.png","221454","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-faq-expectations/faq-dark-mobile.png","159582","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-faq-expectations/faq-light-desktop.png","213662","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-faq-expectations/faq-light-mobile.png","152705","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-faq-expectations/pricing-dark-desktop.png","432872","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-faq-expectations/pricing-dark-mobile.png","393944","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-faq-expectations/pricing-light-desktop.png","421114","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-faq-expectations/pricing-light-mobile.png","383328","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-faq-expectations/verification.json","3612","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/billing-dark-desktop.png","131016","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/billing-dark-mobile.png","120686","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/billing-light-desktop.png","127228","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/billing-light-mobile.png","116589","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/classic-case-dark-desktop.png","224832","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/classic-case-dark-mobile.png","177915","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/classic-case-light-desktop.png","217590","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/classic-case-light-mobile.png","171589","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/compose-pass-example-light-desktop.png","161535","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/compose-pass-example-light-mobile.png","110013","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/forgot-password-dark-desktop.png","189557","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/forgot-password-dark-mobile.png","26323","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/forgot-password-light-desktop.png","187360","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/forgot-password-light-mobile.png","25693","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/login-dark-desktop.png","197340","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/login-dark-mobile.png","34682","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/login-light-desktop.png","195564","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/login-light-mobile.png","33209","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/not-found-dark-desktop.png","161244","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/not-found-dark-mobile.png","99314","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/not-found-light-desktop.png","155600","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/not-found-light-mobile.png","96163","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/privacy-dark-desktop.png","489361","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/privacy-dark-mobile.png","440543","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/privacy-light-desktop.png","480851","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/privacy-light-mobile.png","428753","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/refund-dark-desktop.png","199019","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/refund-dark-mobile.png","147596","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/refund-light-desktop.png","192847","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/refund-light-mobile.png","144514","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/reset-password-dark-desktop.png","197267","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/reset-password-dark-mobile.png","34682","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/reset-password-light-desktop.png","194548","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/reset-password-light-mobile.png","33022","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/signup-dark-desktop.png","200096","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/signup-dark-mobile.png","37116","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/signup-light-desktop.png","198989","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/signup-light-mobile.png","35515","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/terms-dark-desktop.png","373526","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/terms-dark-mobile.png","319028","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/terms-light-desktop.png","367216","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/terms-light-mobile.png","311309","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/vault-access-dark-desktop.png","123820","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/vault-access-dark-mobile.png","83852","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/vault-access-light-desktop.png","120615","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/vault-access-light-mobile.png","82182","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/vault-backup-dark-desktop.png","130617","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/vault-backup-dark-mobile.png","100091","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/vault-backup-light-desktop.png","126806","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/vault-backup-light-mobile.png","97368","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/vault-files-dark-desktop.png","147055","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/vault-files-dark-mobile.png","113938","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/vault-files-light-desktop.png","135670","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/vault-files-light-mobile.png","103381","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/vault-locked-light-desktop.png","90428","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/vault-locked-light-mobile.png","60134","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/vault-security-dark-desktop.png","107902","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/vault-security-dark-mobile.png","73374","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/vault-security-light-desktop.png","104549","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/vault-security-light-mobile.png","71385","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-supporting-surfaces/verification.json","21553","Text pattern scan; deeper inspection only where cited in report","4","0"
"docs/handoffs/screenshots/2026-09-18-workspace-visual/dashboard-dark-desktop.png","134284","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/dashboard-dark-mobile.png","85380","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/dashboard-light-desktop.png","129443","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/dashboard-light-mobile.png","83368","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/decode-dark-desktop.png","235660","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/decode-dark-mobile.png","188591","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/decode-light-desktop.png","229654","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/decode-light-mobile.png","183728","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/evidence-dark-desktop.png","206163","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/evidence-dark-mobile.png","175944","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/evidence-light-desktop.png","200444","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/evidence-light-mobile.png","168933","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/history-dark-desktop.png","163646","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/history-dark-mobile.png","132486","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/history-light-desktop.png","158259","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/history-light-mobile.png","127189","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/home-dark-desktop.png","388520","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/home-dark-mobile.png","352093","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/home-light-desktop.png","393903","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/home-light-mobile.png","353071","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/overview-dark-desktop.png","202434","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/overview-dark-mobile.png","159557","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/overview-light-desktop.png","197558","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/overview-light-mobile.png","156719","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/request-dark-desktop.png","184214","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/request-dark-mobile.png","155138","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/request-light-desktop.png","179601","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/request-light-mobile.png","149952","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/response-dark-desktop.png","183816","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/response-dark-mobile.png","152367","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/response-light-desktop.png","179685","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/response-light-mobile.png","147655","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace-visual/verification.json","7097","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/screenshots/2026-09-18-workspace/decode-workspace-entry.png","291590","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace/decode-workspace-import.png","180424","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace/workspace-dark.png","129580","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace/workspace-desktop.png","124599","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace/workspace-evidence.png","179254","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-18-workspace/workspace-mobile.png","101031","Inventory only unless separately cited","",""
"docs/product/2026-09-18-case-workspace-blueprint.md","30364","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/product/2026-09-18-feature-decisions.md","22135","Text pattern scan; deeper inspection only where cited in report","1","0"
"docs/product/2026-09-18-launch-strategy.md","17875","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/product/2026-09-18-research.md","16991","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/product/README.md","2676","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/product/prototypes/case-workspace.html","49107","Inventory only unless separately cited","",""
"docs/product/prototypes/verify.mjs","4077","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/product/prototypes/workspace-desktop.png","109835","Inventory only unless separately cited","",""
"docs/product/prototypes/workspace-mobile.png","83419","Inventory only unless separately cited","",""
"e2e/a11y.spec.ts","4701","Text pattern scan; deeper inspection only where cited in report","0","0"
"e2e/access.spec.ts","4429","Text pattern scan; deeper inspection only where cited in report","0","0"
"e2e/api.spec.ts","1692","Text pattern scan; deeper inspection only where cited in report","0","0"
